customer_id,customer_name,state,city,purchase_count,avg_purchase_value,total_revenue,first_purchase,last_purchase,active_days,lifespan_days,lifespan_years,purchase_frequency,clv,clv_discounted,clv_segment
12347,Unknown,Iceland,,106,23.965,2540.29,2010-07-12,2011-09-06,5,421,1.1526351813826146,91.96318289786224,2540.29,2276.0019689481323,Very High Value
12348,Unknown,Finland,,5,73.4,367.0,2011-05-04,2011-05-04,1,0,0.1,50.0,367.00000000000006,363.5187327647296,Medium Value
12350,Unknown,Norway,,17,19.67058823529412,334.4,2011-02-02,2011-02-02,1,0,0.1,170.0,334.40000000000003,331.22796794693613,Medium Value
12352,Unknown,Norway,,21,39.64666666666667,832.58,2011-01-03,2011-03-11,2,67,0.1834360027378508,114.48134328358208,832.5799999999999,818.1502463084513,High Value
12355,Unknown,Bahrain,,13,35.33846153846154,459.4,2011-09-05,2011-09-05,1,0,0.1,130.0,459.40000000000003,455.04225022375135,High Value
12356,Unknown,Portugal,,21,22.926666666666666,481.46,2011-08-04,2011-08-04,1,0,0.1,210.0,481.46,476.89299475996364,High Value
12357,Unknown,Switzerland,,131,47.38679389312977,6207.67,2011-06-11,2011-06-11,1,0,0.1,1310.0,6207.67,6148.785645290541,Very High Value
12358,Unknown,Austria,,19,61.47684210526316,1168.06,2011-08-12,2011-12-07,2,117,0.3203285420944558,59.31410256410257,1168.06,1132.9373467874138,Very High Value
12359,Unknown,Cyprus,,143,24.445664335664336,3495.73,2011-03-06,2011-12-01,3,270,0.7392197125256673,193.44722222222222,3495.73,3257.913826368365,Very High Value
12362,Unknown,Belgium,,110,19.416272727272727,2135.79,2011-04-11,2011-11-10,5,213,0.5831622176591376,188.6267605633803,2135.79,2020.3187698873173,Very High Value
12363,Unknown,Unspecified,,16,18.69375,299.1,2011-11-04,2011-11-04,1,0,0.1,160.0,299.1,296.2628146319635,Medium Value
12364,Unknown,Belgium,,27,11.493333333333334,310.32,2011-02-12,2011-02-12,1,0,0.1,270.0,310.32000000000005,307.37638460913047,Medium Value
12367,Unknown,Denmark,,11,15.354545454545455,168.9,2011-05-12,2011-05-12,1,0,0.1,110.0,168.9,167.29785821243274,Low Value
12371,Unknown,Switzerland,,62,24.644516129032258,1527.96,2011-11-10,2011-11-10,1,0,0.1,620.0,1527.96,1513.4661659814608,Very High Value
12372,Unknown,Denmark,,19,27.142105263157895,515.7,2011-11-05,2011-11-05,1,0,0.1,190.0,515.7,510.8082029612289,High Value
12373,Unknown,Austria,,14,26.042857142857144,364.6,2011-01-02,2011-01-02,1,0,0.1,140.0,364.6,361.14149854501466,Medium Value
12375,Unknown,Finland,,11,20.936363636363637,230.3,2011-02-09,2011-02-09,1,0,0.1,110.0,230.3,228.1154336668044,Low Value
12378,Unknown,Switzerland,,219,18.30420091324201,4008.62,2011-02-08,2011-02-08,1,0,0.1,2190.0,4008.620000000001,3970.5952657638973,Very High Value
12380,Unknown,Belgium,,36,16.87638888888889,607.55,2011-07-06,2011-07-06,1,0,0.1,360.0,607.5500000000001,601.7869375782328,High Value
12381,Unknown,Norway,,87,21.21045977011494,1845.31,2011-05-12,2011-12-10,5,212,0.5804243668720055,149.89033018867923,1845.3099999999995,1745.9990866184937,Very High Value
12383,Unknown,Belgium,,36,20.850277777777777,750.61,2011-08-06,2011-12-01,2,117,0.3203285420944558,112.38461538461539,750.6099999999999,728.0397427119332,High Value
12384,Unknown,Switzerland,,27,21.676666666666666,585.27,2011-10-08,2011-11-11,2,34,0.1,270.0,585.27,579.7182799052132,High Value
12386,Unknown,Australia,,10,40.19,401.9,2010-08-12,2011-06-01,2,293,0.8021902806297057,12.465870307167236,401.9,372.31728282491224,Medium Value
12388,Unknown,Australia,,16,20.934375,334.95,2011-07-02,2011-09-03,2,63,0.17248459958932238,92.76190476190476,334.95,329.4885911978666,Medium Value
12393,Unknown,Australia,,36,24.558333333333334,884.1,2011-08-04,2011-11-01,2,89,0.243668720054757,147.74157303370788,884.1000000000001,863.8041534748517,High Value
12395,Unknown,Belgium,,94,18.36840425531915,1726.63,2010-03-12,2011-12-05,6,633,1.73305954825462,54.239336492891,1726.63,1463.7378198517715,Very High Value
12397,Unknown,Belgium,,56,21.340892857142858,1195.09,2011-04-11,2011-04-11,1,0,0.1,560.0,1195.0900000000001,1183.753684849593,Very High Value
12399,Unknown,Belgium,,39,21.04102564102564,820.6,2011-09-06,2011-12-08,3,93,0.2546201232032854,153.16935483870967,820.6,800.9254649836013,High Value
12401,Unknown,Belgium,,5,16.86,84.3,2011-09-02,2011-09-02,1,0,0.1,50.0,84.30000000000001,83.5003519674842,Low Value
12406,Unknown,Denmark,,48,32.916666666666664,1580.0,2011-09-06,2011-09-06,1,0,0.1,480.0,1580.0,1565.0125279789445,Very High Value
12407,Unknown,Belgium,,33,21.78969696969697,719.06,2011-06-07,2011-06-07,1,0,0.1,330.0,719.06,712.239182511734,High Value
12408,Unknown,Belgium,,40,34.9195,1396.78,2011-02-09,2011-07-11,2,152,0.4161533196440794,96.11842105263158,1396.78,1342.4629373572197,Very High Value
12409,Unknown,Switzerland,,64,96.985625,6207.08,2011-10-06,2011-10-06,1,0,0.1,640.0,6207.080000000001,6148.201241878195,Very High Value
12410,Unknown,Switzerland,,26,26.66653846153846,693.33,2011-04-02,2011-04-02,1,0,0.1,260.0,693.33,686.7532506478744,High Value
12413,Unknown,France,,34,19.80735294117647,673.45,2011-04-10,2011-06-01,2,52,0.14236824093086928,238.81730769230768,673.45,664.3735797717743,High Value
12414,Unknown,Austria,,13,24.585384615384616,319.61,2011-02-02,2011-06-05,2,123,0.33675564681724846,38.603658536585364,319.61,309.5145991934805,Medium Value
12415,Unknown,Australia,,226,195.4371238938053,44168.79,2011-01-04,2011-10-01,8,270,0.7392197125256673,305.7277777777778,44168.79000000001,41163.96622020602,Very High Value
12420,Unknown,Cyprus,,29,20.70310344827586,600.39,2011-07-10,2011-07-10,1,0,0.1,290.0,600.39,594.6948554894167,High Value
12423,Unknown,Belgium,,40,13.723,548.92,2011-01-06,2011-09-12,3,249,0.6817248459958932,58.674698795180724,548.92,514.3877681399102,High Value
12427,Unknown,Germany,,25,23.4432,586.08,2010-03-12,2011-10-10,2,577,1.5797399041752225,15.825389948006933,586.08,504.1586522361835,High Value
12428,Unknown,Finland,,259,25.40741312741313,6580.52,2011-01-03,2011-11-08,4,309,0.8459958932238193,306.1480582524272,6580.5199999999995,6070.74752890435,Very High Value
12433,Unknown,Norway,,294,30.727619047619047,9033.92,2010-01-12,2011-09-12,4,608,1.6646132785763177,176.61759868421052,9033.92,7708.563015349909,Very High Value
12436,Unknown,Norway,,16,31.813125,509.01,2011-01-09,2011-01-09,1,0,0.1,160.0,509.01000000000005,504.1816625737738,High Value
12437,Unknown,France,,84,24.295357142857142,2040.81,2011-02-02,2011-12-01,5,302,0.8268309377138946,101.59271523178808,2040.8099999999997,1886.1569185593057,Very High Value
12441,Unknown,France,,11,15.777272727272727,173.55,2010-08-12,2010-08-12,1,0,0.1,110.0,173.55,171.90374951313026,Low Value
12442,Unknown,Spain,,12,14.338333333333333,172.06,2011-06-12,2011-06-12,1,0,0.1,120.0,172.06,170.42788326839062,Low Value
12444,Unknown,Norway,,32,51.1275,1636.08,2011-10-08,2011-12-10,2,63,0.17248459958932238,185.52380952380952,1636.08,1609.403476002405,Very High Value
12447,Unknown,Belgium,,26,18.326538461538462,476.49,2011-10-04,2011-10-04,1,0,0.1,260.0,476.49,471.9701388966375,High Value
12449,Unknown,Belgium,,132,20.640757575757576,2724.58,2011-02-08,2011-09-09,3,213,0.5831622176591376,226.35211267605635,2724.58,2577.2759091762705,Very High Value
12450,Unknown,Spain,,2,48.0,96.0,2011-06-07,2011-06-07,1,0,0.1,20.0,96.0,95.0893687885941,Low Value
12451,Unknown,Switzerland,,194,25.401391752577318,4927.87,2011-05-05,2011-05-10,2,5,0.1,1940.0,4927.87,4881.125497627596,Very High Value
12461,Unknown,Switzerland,,35,23.62514285714286,826.88,2011-06-09,2011-08-07,2,59,0.16153319644079397,216.67372881355934,826.8800000000001,814.247052062592,High Value
12462,Unknown,Spain,,40,19.05275,762.11,2011-09-02,2011-09-02,1,0,0.1,400.0,762.11,754.8808213278693,High Value
12463,Unknown,Belgium,,20,17.5285,350.57,2011-12-04,2011-12-04,1,0,0.1,200.0,350.57000000000005,347.24458350226496,Medium Value
12464,Unknown,Belgium,,6,35.65,213.9,2011-03-02,2011-03-02,1,0,0.1,60.0,213.9,211.87099983208623,Low Value
12468,Unknown,Germany,,26,19.575,508.95,2011-05-06,2011-05-06,1,0,0.1,260.0,508.95000000000005,504.12223171828094,High Value
12471,Unknown,Germany,,221,46.49126696832579,10274.57,2010-10-12,2011-07-12,8,273,0.7474332648870636,295.67857142857144,10274.57,9568.092946699566,Very High Value
12472,Unknown,Germany,,80,23.74225,1899.38,2010-05-12,2011-07-11,2,425,1.163586584531143,68.75294117647059,1899.3799999999999,1699.995953118445,Very High Value
12473,Unknown,Germany,,35,20.06142857142857,702.15,2011-01-06,2011-10-11,2,278,0.7611225188227242,45.98471223021583,702.15,653.0177638108289,High Value
12474,Unknown,Germany,,67,17.606567164179104,1179.64,2011-02-09,2011-12-07,3,301,0.8240930869267625,81.3014950166113,1179.64,1090.5311235692623,Very High Value
12476,Unknown,Germany,,3,103.73333333333333,311.2,2011-05-05,2011-05-05,1,0,0.1,30.0,311.20000000000005,308.24803715635926,Medium Value
12477,Unknown,Germany,,76,44.93671052631579,3415.19,2011-07-10,2011-11-02,2,115,0.31485284052019163,241.38260869565218,3415.19,3314.22711131314,Very High Value
12478,Unknown,Greece,,36,18.91638888888889,680.99,2011-06-12,2011-06-12,1,0,0.1,360.0,680.99,674.5303047015072,High Value
12480,Unknown,Germany,,82,23.816219512195122,1952.93,2011-07-01,2011-11-11,2,133,0.36413415468856947,225.19172932330827,1952.93,1886.3148619002532,Very High Value
12481,Unknown,Germany,,82,25.24670731707317,2070.23,2010-09-12,2011-07-01,3,292,0.7994524298425736,102.57020547945206,2070.23,1918.346769151039,Very High Value
12483,Unknown,Sweden,,39,30.396410256410256,1185.46,2011-02-09,2011-11-05,4,269,0.7364818617385352,52.954460966542754,1185.46,1105.1009256752702,Very High Value
12484,Unknown,Spain,,154,12.655194805194805,1948.9,2011-04-11,2011-07-11,3,91,0.24914442162902123,618.1153846153846,1948.9,1903.1665633850098,Very High Value
12489,Unknown,France,,15,22.328666666666667,334.93,2011-07-01,2011-07-01,1,0,0.1,150.0,334.93000000000006,331.75294050378983,Medium Value
12490,Unknown,France,,107,23.0192523364486,2463.06,2011-02-11,2011-09-05,4,206,0.5639972621492129,189.71723300970874,2463.06,2334.1546677480646,Very High Value
12491,Unknown,France,,25,16.544,413.6,2011-01-11,2011-01-11,1,0,0.1,250.0,413.6,409.67669719752627,Medium Value
12492,Unknown,Germany,,11,12.438181818181818,136.82,2011-07-10,2011-07-10,1,0,0.1,110.0,136.82,135.52216080891085,Low Value
12494,Unknown,France,,13,16.216923076923077,210.82,2010-09-12,2011-01-07,2,117,0.3203285420944558,40.583333333333336,210.82,204.48080702166206,Low Value
12500,Unknown,Germany,,17,43.82529411764706,745.03,2011-03-03,2011-10-01,3,212,0.5804243668720055,29.28891509433962,745.0300000000001,704.9339674652914,High Value
12501,Unknown,Germany,,149,14.559664429530201,2169.39,2011-07-01,2011-07-01,1,0,0.1,1490.0,2169.3900000000003,2148.811726628002,Very High Value
12502,Unknown,Spain,,116,26.043706896551726,3021.07,2011-03-02,2011-06-05,4,95,0.2600958247775496,445.98947368421057,3021.0700000000006,2947.0989904789917,Very High Value
12504,Unknown,Germany,,6,74.9,449.4,2011-09-11,2011-09-11,1,0,0.1,60.0,449.40000000000003,445.1371076416061,Medium Value
12507,Unknown,Spain,,1,46.75,46.75,2011-07-07,2011-07-07,1,0,0.1,10.0,46.75,46.306541571528896,Low Value
12508,Unknown,France,,47,5.686808510638298,267.28,2011-10-11,2011-10-11,1,0,0.1,470.0,267.28000000000003,264.7446509355774,Medium Value
12512,Unknown,Israel,,31,4.263870967741935,132.18,2011-04-10,2011-04-10,1,0,0.1,310.0,132.18,130.9261746507955,Low Value
12516,Unknown,Germany,,13,44.86153846153846,583.2,2011-12-06,2011-12-06,1,0,0.1,130.0,583.2,577.6679153907091,High Value
12517,Unknown,Germany,,248,8.190564516129033,2031.26,2011-02-06,2011-11-11,3,278,0.7611225188227242,325.8345323741007,2031.2600000000002,1889.1246356453528,Very High Value
12518,Unknown,Germany,,73,16.536438356164382,1207.16,2011-09-12,2011-12-10,3,89,0.243668720054757,299.5870786516854,1207.1599999999996,1179.4478248034175,Very High Value
12519,Unknown,Germany,,17,19.461176470588235,330.84,2011-07-10,2011-07-10,1,0,0.1,170.0,330.84000000000003,327.7017371876924,Medium Value
12520,Unknown,Germany,,60,16.457,987.42,2011-11-03,2011-11-03,1,0,0.1,600.0,987.4200000000001,978.0535888461832,High Value
12523,Unknown,France,,24,16.6125,398.7,2011-01-04,2011-12-01,3,331,0.9062286105407256,26.483383685800604,398.70000000000005,365.70845413730336,Medium Value
12524,Unknown,Germany,,96,30.860416666666666,2962.6,2011-01-05,2011-10-01,4,269,0.7364818617385352,130.34944237918216,2962.6,2761.773490801508,Very High Value
12526,Unknown,Germany,,42,18.985238095238095,797.38,2011-06-09,2011-09-12,2,95,0.2600958247775496,161.47894736842105,797.3799999999999,777.8561215159323,High Value
12528,Unknown,Germany,,28,19.737142857142857,552.64,2011-07-10,2011-08-03,2,24,0.1,280.0,552.64,547.3977996596733,High Value
12530,Unknown,Germany,,52,23.936153846153847,1244.68,2011-07-01,2011-11-10,3,132,0.3613963039014374,143.88636363636363,1244.68,1202.5372769517405,Very High Value
12532,Unknown,France,,16,21.864375,349.83,2011-09-11,2011-09-11,1,0,0.1,160.0,349.83,346.51160295118615,Medium Value
12534,Unknown,Germany,,63,17.28857142857143,1089.18,2011-01-08,2011-01-08,1,0,0.1,630.0,1089.18,1078.8483197620928,Very High Value
12535,Unknown,France,,34,21.069117647058825,716.35,2011-06-06,2011-09-09,2,95,0.2600958247775496,130.72105263157894,716.3499999999999,698.8101440316262,High Value
12536,Unknown,France,,259,16.523976833976835,4279.71,2011-11-10,2011-11-10,1,0,0.1,2590.0,4279.710000000001,4239.113776023272,Very High Value
